date,budgetYear,description,amountUSD,srcOrganization,srcOrganizationTypes,srcLocations,srcUsageYearStart,srcUsageYearEnd,destPlan,destPlanCode,destPlanId,destOrganization,destOrganizationTypes,destGlobalClusters,destLocations,destProject,destProjectCode,destEmergency,destUsageYearStart,destUsageYearEnd,contributionType,flowType,method,boundary,onBoundary,status,firstReportedDate,decisionDate,keywords,originalAmount,originalCurrency,exchangeRate,id,refCode,createdAt,updatedAt
2025-05-08,2026,UNHCR - United Nations High Commissioner for Refugees		Democratic Republic of Congo	2026,450450,"Canada, Government of",Governments,CAN,2026,2026,République Démocratique du Congo Besoins Humanitaires et Plan de Réponse 2026,HCOD26,1509,United Nations High Commissioner for Refugees,Multilateral Organizations,Multi-sector,COD,,,,2026,2026,financial,Standard,Traditional aid,outgoing,single,commitment,2025-05-06,2025-03-09,,650000,CAD,1.443,343378,P015654,2025-05-08,2026-01-30
2025-05-08,2026,UNHCR - United Nations High Commissioner for Refugees		El Salvador	2026,103950,"Canada, Government of",Governments,CAN,2026,2026,,,,United Nations High Commissioner for Refugees,Multilateral Organizations,Multi-sector,SLV,,,,2026,2026,financial,Standard,Traditional aid,outgoing,single,commitment,2025-05-06,2025-03-09,,150000,CAD,1.443,343379,P015654,2025-05-08,2025-05-08
2025-05-08,2026,UNHCR - United Nations High Commissioner for Refugees	Ethiopia	2026,450450,"Canada, Government of",Governments,CAN,2026,2026,,,,United Nations High Commissioner for Refugees,Multilateral Organizations,Multi-sector,ETH,,,,2026,2026,financial,Standard,Traditional aid,outgoing,single,commitment,2025-05-06,2025-03-09,,650000,CAD,1.443,343380,P015654,2025-05-08,2025-05-08
2025-05-08,2026,UNHCR - United Nations High Commissioner for Refugees	Guatemala	2026,173250,"Canada, Government of",Governments,CAN,2026,2026,,,,United Nations High Commissioner for Refugees,Multilateral Organizations,Multi-sector,GTM,,,,2026,2026,financial,Standard,Traditional aid,outgoing,single,commitment,2025-05-06,2025-03-09,,250000,CAD,1.443,343381,P015654,2025-05-08,2025-05-08
2025-05-08,2026,UNHCR - United Nations High Commissioner for Refugees	Honduras	2026,242550,"Canada, Government of",Governments,CAN,2026,2026,,,,United Nations High Commissioner for Refugees,Multilateral Organizations,Multi-sector,HND,,,,2026,2026,financial,Standard,Traditional aid,outgoing,single,commitment,2025-05-06,2025-03-09,,350000,CAD,1.443,343382,P015654,2025-05-08,2025-05-08
2025-05-08,2026,UNHCR - United Nations High Commissioner for Refugees	Jordan	2026,450450,"Canada, Government of",Governments,CAN,2026,2026,,,,United Nations High Commissioner for Refugees,Multilateral Organizations,Multi-sector,JOR,,,,2026,2026,financial,Standard,Traditional aid,outgoing,single,commitment,2025-05-06,2025-03-09,,650000,CAD,1.443,343383,P015654,2025-05-08,2025-05-08
2025-05-08,2026,UNHCR - United Nations High Commissioner for Refugees	Kenya	2026,346500,"Canada, Government of",Governments,CAN,2026,2026,,,,United Nations High Commissioner for Refugees,Multilateral Organizations,Multi-sector,KEN,,,,2026,2026,financial,Standard,Traditional aid,outgoing,single,commitment,2025-05-06,2025-03-09,,500000,CAD,1.443,343384,P015654,2025-05-08,2025-05-08
2025-05-08,2026,UNHCR - United Nations High Commissioner for Refugees	Lebanon	2026,2079002,"Canada, Government of",Governments,CAN,2026,2026,,,,United Nations High Commissioner for Refugees,Multilateral Organizations,Multi-sector,LBN,,,,2026,2026,financial,Standard,Traditional aid,outgoing,single,commitment,2025-05-06,2025-03-09,,3000000,CAD,1.443,343385,P015654,2025-05-08,2025-05-08
2025-05-08,2026,UNHCR - United Nations High Commissioner for Refugees	Pakistan	2026,450450,"Canada, Government of",Governments,CAN,2026,2026,,,,United Nations High Commissioner for Refugees,Multilateral Organizations,Multi-sector,PAK,,,,2026,2026,financial,Standard,Traditional aid,outgoing,single,commitment,2025-05-06,2025-03-09,,650000,CAD,1.443,343386,P015654,2025-05-08,2025-05-08
2025-05-08,2026,UNHCR - United Nations High Commissioner for Refugees	South America Regional	2026,346500,"Canada, Government of",Governments,CAN,2026,2026,,,,United Nations High Commissioner for Refugees,Multilateral Organizations,Multi-sector,,,,,2026,2026,financial,Standard,Traditional aid,outgoing,single,commitment,2025-05-06,2025-03-09,,500000,CAD,1.443,343387,P015654,2025-05-08,2025-05-08
2025-05-08,2026,UNHCR - United Nations High Commissioner for Refugees	South Sudan	2026,173250,"Canada, Government of",Governments,CAN,2026,2026,South Sudan Humanitarian Needs and Response Plan 2026,HSSD26,1512,United Nations High Commissioner for Refugees,Multilateral Organizations,Multi-sector,SSD,,,,2026,2026,financial,Standard,Traditional aid,outgoing,single,commitment,2025-05-06,2025-03-09,,250000,CAD,1.443,343388,P015654,2025-05-08,2026-01-14
2025-05-08,2026,UNHCR - United Nations High Commissioner for Refugees	Sudan	2026,935551,"Canada, Government of",Governments,CAN,2026,2026,Sudan Humanitarian Needs and Response Plan 2026,HSDN26,1514,United Nations High Commissioner for Refugees,Multilateral Organizations,Multi-sector,SDN,,,,2026,2026,financial,Standard,Traditional aid,outgoing,single,commitment,2025-05-06,2025-03-09,,1350000,CAD,1.443,343389,P015654,2025-05-08,2026-01-14
2025-05-08,2026,UNHCR - United Nations High Commissioner for Refugees	Sudan	Regional	 2026,693001,"Canada, Government of",Governments,CAN,2026,2026,,,,United Nations High Commissioner for Refugees,Multilateral Organizations,,,,,,2026,2026,financial,Standard,Traditional aid,outgoing,shared,commitment,2025-05-06,2025-03-09,,1000000,CAD,1.443,343390,P015654,2025-05-08,2025-08-15
2025-05-08,2026,UNHCR - United Nations High Commissioner for Refugees	Syria		 2026,935551,"Canada, Government of",Governments,CAN,2026,2026,Syrian Arab Republic Humanitarian Response Priorities 2026,HSYR26,1518,United Nations High Commissioner for Refugees,Multilateral Organizations,Multi-sector,SYR,,,,2026,2026,financial,Standard,Traditional aid,outgoing,single,commitment,2025-05-06,2025-03-09,,1350000,CAD,1.443,343391,P015654,2025-05-08,2026-01-12
2025-05-08,2026,UNHCR - United Nations High Commissioner for Refugees	Syria	Regional		 2026,1143451,"Canada, Government of",Governments,CAN,2026,2026,,,,United Nations High Commissioner for Refugees,Multilateral Organizations,Multi-sector,,,,,2026,2026,financial,Standard,Traditional aid,outgoing,single,commitment,2025-05-06,2025-03-09,,1650000,CAD,1.443,343392,P015654,2025-05-08,2025-08-15
2025-05-08,2026,UNHCR - United Nations High Commissioner for Refugees	Uganda		 2026,1143451,"Canada, Government of",Governments,CAN,2026,2026,,,,United Nations High Commissioner for Refugees,Multilateral Organizations,Multi-sector,UGA,,,,2026,2026,financial,Standard,Traditional aid,outgoing,single,commitment,2025-05-06,2025-03-09,,1650000,CAD,1.443,343393,P015654,2025-05-08,2025-05-08
2025-05-08,2026,UNHCR - United Nations High Commissioner for Refugees	Ukraine	2026,589051,"Canada, Government of",Governments,CAN,2026,2026,Ukraine Humanitarian Needs and Response Plan 2026,HUKR26,1515,United Nations High Commissioner for Refugees,Multilateral Organizations,,UKR,,,,2026,2026,financial,Standard,Traditional aid,outgoing,single,commitment,2025-05-06,2025-03-09,,850000,CAD,1.443,343394,P015654,2025-05-08,2026-01-12
2025-05-08,2026,UNHCR - United Nations High Commissioner for Refugees	Yemen	2026,242550,"Canada, Government of",Governments,CAN,2026,2026,Yemen Humanitarian Needs and Response Plan 2026,HYEM26,1520,United Nations High Commissioner for Refugees,Multilateral Organizations,Multi-sector,YEM,,,,2026,2026,financial,Standard,Traditional aid,outgoing,single,commitment,2025-05-06,2025-03-09,,350000,CAD,1.443,343395,P015654,2025-05-08,2026-01-12
2025-05-08,2026,UNFPA - United Nations Population Fund		Global	2026,1386001,"Canada, Government of",Governments,CAN,2026,2026,,,,United Nations Population Fund,Multilateral Organizations,"Health,Protection - Gender-Based Violence",,,,,2026,2026,financial,Standard,Traditional aid,outgoing,single,commitment,2025-05-06,2025-03-09,,2000000,CAD,1.443,343399,P015708,2025-05-08,2025-05-08
2025-05-08,2026,Save the Children 	Afghanistan	2026,1039501,"Canada, Government of",Governments,CAN,2026,2026,Afghanistan Humanitarian Needs and Response Plan 2026,HAFG26,1502,Save the Children,NGOs,Multi-sector,AFG,,,,2026,2026,financial,Standard,Traditional aid,outgoing,single,commitment,2025-05-06,2025-03-09,,1500000,CAD,1.443,343408,P015250,2025-05-08,2026-02-11
2025-05-08,2026,Save the Children 	Democratic Republic of Congo 2026,693001,"Canada, Government of",Governments,CAN,2026,2026,République Démocratique du Congo Besoins Humanitaires et Plan de Réponse 2026,HCOD26,1509,Save the Children,NGOs,Multi-sector,COD,,,,2026,2026,financial,Standard,Traditional aid,outgoing,single,commitment,2025-05-06,2025-03-09,,1000000,CAD,1.443,343409,P015250,2025-05-08,2026-01-30
2025-05-08,2026,Save the Children 	Global	 2026,693001,"Canada, Government of",Governments,CAN,2026,2026,,,,Save the Children,NGOs,Multi-sector,,,,,2026,2026,financial,Standard,Traditional aid,outgoing,single,commitment,2025-05-06,2025-03-09,,1000000,CAD,1.443,343410,P015250,2025-05-08,2025-05-08
2025-05-08,2026,Save the Children 	Haiti		 2026,1039501,"Canada, Government of",Governments,CAN,2026,2026,Haiti Besoins Humanitaires et Plan de Réponse 2026,HHTI26,1503,Save the Children,NGOs,,HTI,,,,2026,2026,financial,Standard,Traditional aid,outgoing,single,commitment,2025-05-06,2025-03-09,,1500000,CAD,1.443,343411,P015250,2025-05-08,2026-02-03
2025-05-08,2026,Save the Children Mali		 2026,693001,"Canada, Government of",Governments,CAN,2026,2026,Mali Besoins Humanitaires et Plan de Réponse 2026,HMLI26,1511,Save the Children,NGOs,Multi-sector,MLI,,,,2026,2026,financial,Standard,Traditional aid,outgoing,single,commitment,2025-05-06,2025-03-09,,1000000,CAD,1.443,343412,P015250,2025-05-08,2026-02-17
2025-05-08,2026,Save the Children Nigeria	2026,693001,"Canada, Government of",Governments,CAN,2026,2026,Nigeria Humanitarian Needs and Response Plan 2026,HNGA26,1508,Save the Children,NGOs,Multi-sector,NGA,,,,2026,2026,financial,Standard,Traditional aid,outgoing,single,commitment,2025-05-06,2025-03-09,,1000000,CAD,1.443,343413,P015250,2025-05-08,2026-01-22
2025-05-08,2026,Save the Children Somalia	2026,693001,"Canada, Government of",Governments,CAN,2026,2026,Somalia Humanitarian Needs and Response Plan 2026,HSOM26,1516,Save the Children,NGOs,Multi-sector,SOM,,,,2026,2026,financial,Standard,Traditional aid,outgoing,single,commitment,2025-05-06,2025-03-09,,1000000,CAD,1.443,343414,P015250,2025-05-08,2026-02-11
2025-05-08,2026,Save the Children South Sudan 2026,693001,"Canada, Government of",Governments,CAN,2026,2026,South Sudan Humanitarian Needs and Response Plan 2026,HSSD26,1512,Save the Children,NGOs,Multi-sector,SSD,,,,2026,2026,financial,Standard,Traditional aid,outgoing,single,commitment,2025-05-06,2025-03-09,,1000000,CAD,1.443,343415,P015250,2025-05-08,2026-01-14
2025-05-08,2026,Save the Children Sudan 2026,1039501,"Canada, Government of",Governments,CAN,2026,2026,Sudan Humanitarian Needs and Response Plan 2026,HSDN26,1514,Save the Children,NGOs,Multi-sector,SDN,,,,2026,2026,financial,Standard,Traditional aid,outgoing,single,commitment,2025-05-06,2025-03-09,,1500000,CAD,1.443,343416,P015250,2025-05-08,2026-01-14
2025-05-08,2026,Save the Children Syria	2026,693001,"Canada, Government of",Governments,CAN,2026,2026,Syrian Arab Republic Humanitarian Response Priorities 2026,HSYR26,1518,Save the Children,NGOs,Multi-sector,SYR,,,,2026,2026,financial,Standard,Traditional aid,outgoing,single,commitment,2025-05-06,2025-03-09,,1000000,CAD,1.443,343417,P015250,2025-05-08,2026-01-12
2025-05-08,2026,"Save the Children West Bank and Gaza2026
Multisectoral humanitarian crisis response in West Bank and Gaza",1386001,"Canada, Government of",Governments,CAN,2026,2026,Escalation of Hostilities in the OPT Flash Appeal 2026,FPSE26,1510,Save the Children,NGOs,,PSE,,,,2026,2026,financial,Standard,Traditional aid,outgoing,single,commitment,2025-05-06,2025-03-09,,2000000,CAD,1.443,343418,P015250,2025-05-08,2026-01-20
2025-05-08,2026,Save the Children Yemen	2026,1039501,"Canada, Government of",Governments,CAN,2026,2026,Yemen Humanitarian Needs and Response Plan 2026,HYEM26,1520,Save the Children,NGOs,Multi-sector,YEM,,,,2026,2026,financial,Standard,Traditional aid,outgoing,single,commitment,2025-05-06,2025-03-09,,1500000,CAD,1.443,343419,P015250,2025-05-08,2026-01-12
2025-05-08,2026,CRCS - Canadian Red Cross Society	Central America Regional	2026	CRCS - Central America - Health,1386001,"Canada, Government of",Governments,CAN,2026,2026,,,,Canadian Red Cross Society,Red Cross/Red Crescent Organizations,Health,,,,,2026,2026,financial,Standard,Traditional aid,outgoing,single,paid,2025-05-06,2025-03-09,,2000000,CAD,1.443,343447,P015702,2025-05-09,2025-05-09
2025-05-08,2026,UNICEF - United Nations International Childrens Emergency Fund	Syria,2517820,"Canada, Government of",Governments,CAN,2026,2026,,,,United Nations Children's Fund,Multilateral Organizations,Nutrition,,,,,2026,2026,financial,Standard,Traditional aid,outgoing,single,commitment,2025-05-06,2025-04-07,,3633214,CAD,1.443,345840,P015567 SM250172,2025-06-05,2025-07-11
2025-05-07,2026,South Sudan	2026	WFP - Africa - 2025		Food and Nutrition	In response to humanitarian needs,1386001,"Canada, Government of",Governments,CAN,2026,2026,South Sudan Humanitarian Needs and Response Plan 2026,HSSD26,1512,World Food Programme,Multilateral Organizations,"Food Security,Nutrition",SSD,,,,2026,2026,financial,Standard,Traditional aid,outgoing,single,commitment,2025-05-07,2025-03-09,,2000000,CAD,1.443,343157,P015657,2025-05-07,2026-01-14
2025-05-07,2026,Sudan	2026	WFP - Africa - 2025		Food and Nutrition	In response to humanitarian needs,5544006,"Canada, Government of",Governments,CAN,2026,2026,Sudan Humanitarian Needs and Response Plan 2026,HSDN26,1514,World Food Programme,Multilateral Organizations,"Food Security,Nutrition",SDN,,,,2026,2026,financial,Standard,Traditional aid,outgoing,single,paid,2025-05-07,2025-03-09,,8000000,CAD,1.443,343159,P015657,2025-05-07,2026-01-14
2025-05-07,2026,Syria	2026	WFP - Middle East 2025		Food and Nutrition	In response to humanitarian needs,3707554,"Canada, Government of",Governments,CAN,2026,2026,Syrian Arab Republic Humanitarian Response Priorities 2026,HSYR26,1518,World Food Programme,Multilateral Organizations,"Food Security,Nutrition",SYR,,,Syrian Arab Republic - Civil Unrest (from 2012),2026,2026,financial,Standard,Traditional aid,outgoing,single,paid,2025-05-07,2025-03-09,,5350000,CAD,1.443,343161,P015658,2025-05-07,2026-01-12
2025-05-07,2026,Syria Regional	2025	WFP - Middle East - 2025		Food and Nutrition	In response to humanitarian needs,1143451,"Canada, Government of",Governments,CAN,2026,2026,,,,World Food Programme,Multilateral Organizations,"Food Security,Nutrition",,,,,2026,2026,financial,Standard,Traditional aid,outgoing,single,commitment,2025-05-07,2025-03-09,,1650000,CAD,1.443,343163,P015658,2025-05-07,2025-05-07
2025-05-07,2026,Uganda	2026	WFP - Africa - 2025		Food and Nutrition	In response to humanitarian needs,450450,"Canada, Government of",Governments,CAN,2026,2026,,,,World Food Programme,Multilateral Organizations,"Food Security,Nutrition",UGA,,,,2026,2026,financial,Standard,Traditional aid,outgoing,single,commitment,2025-05-07,2025-03-09,,650000,CAD,1.443,343165,P015657,2025-05-07,2025-05-07
2025-05-07,2026,Ukraine	2026	WFP - Multi Country - 2025		Food and Nutrition	In response to humanitarian needs,3603604,"Canada, Government of",Governments,CAN,2026,2026,Ukraine Humanitarian Needs and Response Plan 2026,HUKR26,1515,World Food Programme,Multilateral Organizations,Food Security,UKR,,,,2026,2026,financial,Standard,Traditional aid,outgoing,single,commitment,2025-05-07,2025-03-09,,5200000,CAD,1.443,343168,P015659,2025-05-07,2026-01-23
2025-05-07,2026,Venezuela	2026	WFP - Multi Country - 2025		Food and Nutrition	In response to humanitarian needs,693001,"Canada, Government of",Governments,CAN,2026,2026,Venezuela Plan de Respuesta Humanitaria 2026,HVEN26,1517,World Food Programme,Multilateral Organizations,"Food Security,Nutrition",VEN,,,,2026,2026,financial,Standard,Traditional aid,outgoing,single,commitment,2025-05-07,2025-03-09,,1000000,CAD,1.443,343169,P015659,2025-05-07,2026-01-12
2025-05-07,2026,West Bank and Gaza	2026	WFP - Middle East 2025		Food and Nutrition	In response to humanitarian needs,4608455,"Canada, Government of",Governments,CAN,2026,2026,Escalation of Hostilities in the OPT Flash Appeal 2026,FPSE26,1510,World Food Programme,Multilateral Organizations,"Food Security,Nutrition",PSE,,,oPt Complex Emergency 2023-24,2026,2026,financial,Standard,Traditional aid,outgoing,single,commitment,2025-05-07,2025-03-09,,6650000,CAD,1.443,343172,P015845,2025-05-07,2026-01-02
2025-05-07,2026,Yemen	2026	WFP - Middle East 2025		Food and Nutrition	In response to humanitarian needs,2772003,"Canada, Government of",Governments,CAN,2026,2026,Yemen Humanitarian Needs and Response Plan 2026,HYEM26,1520,World Food Programme,Multilateral Organizations,"Food Security,Nutrition",YEM,,,,2026,2026,financial,Standard,Traditional aid,outgoing,single,commitment,2025-05-07,2025-03-09,,4000000,CAD,1.443,343173,P015658,2025-05-07,2026-01-12
2025-05-07,2026,Mozambique	2026	WFP - Africa - 2025		Food and Nutrition	In response to humanitarian needs,589051,"Canada, Government of",Governments,CAN,2026,2026,Mozambique Humanitarian Needs and Response Plan 2026,HMOZ26,1506,World Food Programme,Multilateral Organizations,"Food Security,Nutrition",MOZ,,,,2026,2026,financial,Standard,Traditional aid,outgoing,single,commitment,2025-05-07,2025-03-09,,850000,CAD,1.443,343191,P015657,2025-05-07,2026-01-15
